[locomo] convert_raw_external
[locomo] skip convert_raw_external (already done)
[locomo] prepare_external
[locomo] skip prepare_external (already done)
[locomo] run_external_retrieval variant=tfidf
[retrieval] 1174/1986 query_id=conv-47_qa0016
[retrieval] 1175/1986 query_id=conv-47_qa0017
[retrieval] 1176/1986 query_id=conv-47_qa0018
[retrieval] 1177/1986 query_id=conv-47_qa0019
[retrieval] 1178/1986 query_id=conv-47_qa0020
[retrieval] 1179/1986 query_id=conv-47_qa0021
[retrieval] 1180/1986 query_id=conv-47_qa0022
[retrieval] 1181/1986 query_id=conv-47_qa0023
[retrieval] 1182/1986 query_id=conv-47_qa0024
[retrieval] 1183/1986 query_id=conv-47_qa0025
[retrieval] 1184/1986 query_id=conv-47_qa0026
[retrieval] 1185/1986 query_id=conv-47_qa0027
[retrieval] 1186/1986 query_id=conv-47_qa0028
[retrieval] 1187/1986 query_id=conv-47_qa0029
[retrieval] 1188/1986 query_id=conv-47_qa0030
[retrieval] 1189/1986 query_id=conv-47_qa0031
[retrieval] 1190/1986 query_id=conv-47_qa0032
[retrieval] 1191/1986 query_id=conv-47_qa0033
[retrieval] 1192/1986 query_id=conv-47_qa0034
[retrieval] 1193/1986 query_id=conv-47_qa0035
[retrieval] 1194/1986 query_id=conv-47_qa0036
[retrieval] 1195/1986 query_id=conv-47_qa0037
[retrieval] 1196/1986 query_id=conv-47_qa0038
[retrieval] 1197/1986 query_id=conv-47_qa0039
[retrieval] 1198/1986 query_id=conv-47_qa0040
[retrieval] 1199/1986 query_id=conv-47_qa0041
[retrieval] 1200/1986 query_id=conv-47_qa0042
[retrieval] 1201/1986 query_id=conv-47_qa0043
[retrieval] 1202/1986 query_id=conv-47_qa0044
[retrieval] 1203/1986 query_id=conv-47_qa0045
[retrieval] 1204/1986 query_id=conv-47_qa0046
[retrieval] 1205/1986 query_id=conv-47_qa0047
[retrieval] 1206/1986 query_id=conv-47_qa0048
[retrieval] 1207/1986 query_id=conv-47_qa0049
[retrieval] 1208/1986 query_id=conv-47_qa0050
[retrieval] 1209/1986 query_id=conv-47_qa0051
[retrieval] 1210/1986 query_id=conv-47_qa0052
[retrieval] 1211/1986 query_id=conv-47_qa0053
[retrieval] 1212/1986 query_id=conv-47_qa0054
[retrieval] 1213/1986 query_id=conv-47_qa0055
[retrieval] 1214/1986 query_id=conv-47_qa0056
[retrieval] 1215/1986 query_id=conv-47_qa0057
[retrieval] 1216/1986 query_id=conv-47_qa0058
[retrieval] 1217/1986 query_id=conv-47_qa0059
[retrieval] 1218/1986 query_id=conv-47_qa0060
[retrieval] 1219/1986 query_id=conv-47_qa0061
[retrieval] 1220/1986 query_id=conv-47_qa0062
[retrieval] 1221/1986 query_id=conv-47_qa0063
[retrieval] 1222/1986 query_id=conv-47_qa0064
[retrieval] 1223/1986 query_id=conv-47_qa0065
[retrieval] 1224/1986 query_id=conv-47_qa0066
[retrieval] 1225/1986 query_id=conv-47_qa0067
[retrieval] 1226/1986 query_id=conv-47_qa0068
[retrieval] 1227/1986 query_id=conv-47_qa0069
[retrieval] 1228/1986 query_id=conv-47_qa0070
[retrieval] 1229/1986 query_id=conv-47_qa0071
[retrieval] 1230/1986 query_id=conv-47_qa0072
[retrieval] 1231/1986 query_id=conv-47_qa0073
[retrieval] 1232/1986 query_id=conv-47_qa0074
[retrieval] 1233/1986 query_id=conv-47_qa0075
[retrieval] 1234/1986 query_id=conv-47_qa0076
[retrieval] 1235/1986 query_id=conv-47_qa0077
[retrieval] 1236/1986 query_id=conv-47_qa0078
[retrieval] 1237/1986 query_id=conv-47_qa0079
[retrieval] 1238/1986 query_id=conv-47_qa0080
[retrieval] 1239/1986 query_id=conv-47_qa0081
[retrieval] 1240/1986 query_id=conv-47_qa0082
[retrieval] 1241/1986 query_id=conv-47_qa0083
[retrieval] 1242/1986 query_id=conv-47_qa0084
[retrieval] 1243/1986 query_id=conv-47_qa0085
[retrieval] 1244/1986 query_id=conv-47_qa0086
[retrieval] 1245/1986 query_id=conv-47_qa0087
[retrieval] 1246/1986 query_id=conv-47_qa0088
[retrieval] 1247/1986 query_id=conv-47_qa0089
[retrieval] 1248/1986 query_id=conv-47_qa0090
[retrieval] 1249/1986 query_id=conv-47_qa0091
[retrieval] 1250/1986 query_id=conv-47_qa0092
[retrieval] 1251/1986 query_id=conv-47_qa0093
[retrieval] 1252/1986 query_id=conv-47_qa0094
[retrieval] 1253/1986 query_id=conv-47_qa0095
[retrieval] 1254/1986 query_id=conv-47_qa0096
[retrieval] 1255/1986 query_id=conv-47_qa0097
[retrieval] 1256/1986 query_id=conv-47_qa0098
[retrieval] 1257/1986 query_id=conv-47_qa0099
[retrieval] 1258/1986 query_id=conv-47_qa0100
[retrieval] 1259/1986 query_id=conv-47_qa0101
[retrieval] 1260/1986 query_id=conv-47_qa0102
[retrieval] 1261/1986 query_id=conv-47_qa0103
[retrieval] 1262/1986 query_id=conv-47_qa0104
[retrieval] 1263/1986 query_id=conv-47_qa0105
[retrieval] 1264/1986 query_id=conv-47_qa0106
[retrieval] 1265/1986 query_id=conv-47_qa0107
[retrieval] 1266/1986 query_id=conv-47_qa0108
[retrieval] 1267/1986 query_id=conv-47_qa0109
[retrieval] 1268/1986 query_id=conv-47_qa0110
[retrieval] 1269/1986 query_id=conv-47_qa0111
[retrieval] 1270/1986 query_id=conv-47_qa0112
[retrieval] 1271/1986 query_id=conv-47_qa0113
[retrieval] 1272/1986 query_id=conv-47_qa0114
[retrieval] 1273/1986 query_id=conv-47_qa0115
[retrieval] 1274/1986 query_id=conv-47_qa0116
[retrieval] 1275/1986 query_id=conv-47_qa0117
[retrieval] 1276/1986 query_id=conv-47_qa0118
[retrieval] 1277/1986 query_id=conv-47_qa0119
[retrieval] 1278/1986 query_id=conv-47_qa0120
[retrieval] 1279/1986 query_id=conv-47_qa0121
[retrieval] 1280/1986 query_id=conv-47_qa0122
[retrieval] 1281/1986 query_id=conv-47_qa0123
[retrieval] 1282/1986 query_id=conv-47_qa0124
[retrieval] 1283/1986 query_id=conv-47_qa0125
[retrieval] 1284/1986 query_id=conv-47_qa0126
[retrieval] 1285/1986 query_id=conv-47_qa0127
[retrieval] 1286/1986 query_id=conv-47_qa0128
[retrieval] 1287/1986 query_id=conv-47_qa0129
[retrieval] 1288/1986 query_id=conv-47_qa0130
[retrieval] 1289/1986 query_id=conv-47_qa0131
[retrieval] 1290/1986 query_id=conv-47_qa0132
[retrieval] 1291/1986 query_id=conv-47_qa0133
[retrieval] 1292/1986 query_id=conv-47_qa0134
[retrieval] 1293/1986 query_id=conv-47_qa0135
[retrieval] 1294/1986 query_id=conv-47_qa0136
[retrieval] 1295/1986 query_id=conv-47_qa0137
[retrieval] 1296/1986 query_id=conv-47_qa0138
[retrieval] 1297/1986 query_id=conv-47_qa0139
[retrieval] 1298/1986 query_id=conv-47_qa0140
[retrieval] 1299/1986 query_id=conv-47_qa0141
[retrieval] 1300/1986 query_id=conv-47_qa0142
[retrieval] 1301/1986 query_id=conv-47_qa0143
[retrieval] 1302/1986 query_id=conv-47_qa0144
[retrieval] 1303/1986 query_id=conv-47_qa0145
[retrieval] 1304/1986 query_id=conv-47_qa0146
[retrieval] 1305/1986 query_id=conv-47_qa0147
[retrieval] 1306/1986 query_id=conv-47_qa0148
[retrieval] 1307/1986 query_id=conv-47_qa0149
[retrieval] 1308/1986 query_id=conv-47_qa0150
[retrieval] 1309/1986 query_id=conv-47_qa0151
[retrieval] 1310/1986 query_id=conv-47_qa0152
[retrieval] 1311/1986 query_id=conv-47_qa0153
[retrieval] 1312/1986 query_id=conv-47_qa0154
[retrieval] 1313/1986 query_id=conv-47_qa0155
[retrieval] 1314/1986 query_id=conv-47_qa0156
[retrieval] 1315/1986 query_id=conv-47_qa0157
[retrieval] 1316/1986 query_id=conv-47_qa0158
[retrieval] 1317/1986 query_id=conv-47_qa0159
[retrieval] 1318/1986 query_id=conv-47_qa0160
[retrieval] 1319/1986 query_id=conv-47_qa0161
[retrieval] 1320/1986 query_id=conv-47_qa0162
[retrieval] 1321/1986 query_id=conv-47_qa0163
[retrieval] 1322/1986 query_id=conv-47_qa0164
[retrieval] 1323/1986 query_id=conv-47_qa0165
[retrieval] 1324/1986 query_id=conv-47_qa0166
[retrieval] 1325/1986 query_id=conv-47_qa0167
[retrieval] 1326/1986 query_id=conv-47_qa0168
[retrieval] 1327/1986 query_id=conv-47_qa0169
[retrieval] 1328/1986 query_id=conv-47_qa0170
[retrieval] 1329/1986 query_id=conv-47_qa0171
[retrieval] 1330/1986 query_id=conv-47_qa0172
[retrieval] 1331/1986 query_id=conv-47_qa0173
[retrieval] 1332/1986 query_id=conv-47_qa0174
[retrieval] 1333/1986 query_id=conv-47_qa0175
[retrieval] 1334/1986 query_id=conv-47_qa0176
[retrieval] 1335/1986 query_id=conv-47_qa0177
[retrieval] 1336/1986 query_id=conv-47_qa0178
[retrieval] 1337/1986 query_id=conv-47_qa0179
[retrieval] 1338/1986 query_id=conv-47_qa0180
[retrieval] 1339/1986 query_id=conv-47_qa0181
[retrieval] 1340/1986 query_id=conv-47_qa0182
[retrieval] 1341/1986 query_id=conv-47_qa0183
[retrieval] 1342/1986 query_id=conv-47_qa0184
[retrieval] 1343/1986 query_id=conv-47_qa0185
[retrieval] 1344/1986 query_id=conv-47_qa0186
[retrieval] 1345/1986 query_id=conv-47_qa0187
[retrieval] 1346/1986 query_id=conv-47_qa0188
[retrieval] 1347/1986 query_id=conv-47_qa0189
[retrieval] 1348/1986 query_id=conv-48_qa0000
[retrieval] 1349/1986 query_id=conv-48_qa0001
[retrieval] 1350/1986 query_id=conv-48_qa0002
[retrieval] 1351/1986 query_id=conv-48_qa0003
[retrieval] 1352/1986 query_id=conv-48_qa0004
[retrieval] 1353/1986 query_id=conv-48_qa0005
[retrieval] 1354/1986 query_id=conv-48_qa0006
[retrieval] 1355/1986 query_id=conv-48_qa0007
[retrieval] 1356/1986 query_id=conv-48_qa0008
[retrieval] 1357/1986 query_id=conv-48_qa0009
[retrieval] 1358/1986 query_id=conv-48_qa0010
[retrieval] 1359/1986 query_id=conv-48_qa0011
[retrieval] 1360/1986 query_id=conv-48_qa0012
[retrieval] 1361/1986 query_id=conv-48_qa0013
[retrieval] 1362/1986 query_id=conv-48_qa0014
[retrieval] 1363/1986 query_id=conv-48_qa0015
[retrieval] 1364/1986 query_id=conv-48_qa0016
[retrieval] 1365/1986 query_id=conv-48_qa0017
[retrieval] 1366/1986 query_id=conv-48_qa0018
[retrieval] 1367/1986 query_id=conv-48_qa0019
[retrieval] 1368/1986 query_id=conv-48_qa0020
[retrieval] 1369/1986 query_id=conv-48_qa0021
[retrieval] 1370/1986 query_id=conv-48_qa0022
[retrieval] 1371/1986 query_id=conv-48_qa0023
[retrieval] 1372/1986 query_id=conv-48_qa0024
[retrieval] 1373/1986 query_id=conv-48_qa0025
[retrieval] 1374/1986 query_id=conv-48_qa0026
[retrieval] 1375/1986 query_id=conv-48_qa0027
[retrieval] 1376/1986 query_id=conv-48_qa0028
[retrieval] 1377/1986 query_id=conv-48_qa0029
[retrieval] 1378/1986 query_id=conv-48_qa0030
[retrieval] 1379/1986 query_id=conv-48_qa0031
[retrieval] 1380/1986 query_id=conv-48_qa0032
[retrieval] 1381/1986 query_id=conv-48_qa0033
[retrieval] 1382/1986 query_id=conv-48_qa0034
[retrieval] 1383/1986 query_id=conv-48_qa0035
[retrieval] 1384/1986 query_id=conv-48_qa0036
[retrieval] 1385/1986 query_id=conv-48_qa0037
[retrieval] 1386/1986 query_id=conv-48_qa0038
[retrieval] 1387/1986 query_id=conv-48_qa0039
[retrieval] 1388/1986 query_id=conv-48_qa0040
[retrieval] 1389/1986 query_id=conv-48_qa0041
[retrieval] 1390/1986 query_id=conv-48_qa0042
[retrieval] 1391/1986 query_id=conv-48_qa0043
[retrieval] 1392/1986 query_id=conv-48_qa0044
[retrieval] 1393/1986 query_id=conv-48_qa0045
[retrieval] 1394/1986 query_id=conv-48_qa0046
[retrieval] 1395/1986 query_id=conv-48_qa0047
[retrieval] 1396/1986 query_id=conv-48_qa0048
[retrieval] 1397/1986 query_id=conv-48_qa0049
[retrieval] 1398/1986 query_id=conv-48_qa0050
[retrieval] 1399/1986 query_id=conv-48_qa0051
[retrieval] 1400/1986 query_id=conv-48_qa0052
[retrieval] 1401/1986 query_id=conv-48_qa0053
[retrieval] 1402/1986 query_id=conv-48_qa0054
[retrieval] 1403/1986 query_id=conv-48_qa0055
[retrieval] 1404/1986 query_id=conv-48_qa0056
[retrieval] 1405/1986 query_id=conv-48_qa0057
[retrieval] 1406/1986 query_id=conv-48_qa0058
[retrieval] 1407/1986 query_id=conv-48_qa0059
[retrieval] 1408/1986 query_id=conv-48_qa0060
[retrieval] 1409/1986 query_id=conv-48_qa0061
[retrieval] 1410/1986 query_id=conv-48_qa0062
[retrieval] 1411/1986 query_id=conv-48_qa0063
[retrieval] 1412/1986 query_id=conv-48_qa0064
[retrieval] 1413/1986 query_id=conv-48_qa0065
[retrieval] 1414/1986 query_id=conv-48_qa0066
[retrieval] 1415/1986 query_id=conv-48_qa0067
[retrieval] 1416/1986 query_id=conv-48_qa0068
[retrieval] 1417/1986 query_id=conv-48_qa0069
[retrieval] 1418/1986 query_id=conv-48_qa0070
[retrieval] 1419/1986 query_id=conv-48_qa0071
[retrieval] 1420/1986 query_id=conv-48_qa0072
[retrieval] 1421/1986 query_id=conv-48_qa0073
[retrieval] 1422/1986 query_id=conv-48_qa0074
[retrieval] 1423/1986 query_id=conv-48_qa0075
[retrieval] 1424/1986 query_id=conv-48_qa0076
[retrieval] 1425/1986 query_id=conv-48_qa0077
[retrieval] 1426/1986 query_id=conv-48_qa0078
[retrieval] 1427/1986 query_id=conv-48_qa0079
[retrieval] 1428/1986 query_id=conv-48_qa0080
[retrieval] 1429/1986 query_id=conv-48_qa0081
[retrieval] 1430/1986 query_id=conv-48_qa0082
[retrieval] 1431/1986 query_id=conv-48_qa0083
[retrieval] 1432/1986 query_id=conv-48_qa0084
[retrieval] 1433/1986 query_id=conv-48_qa0085
[retrieval] 1434/1986 query_id=conv-48_qa0086
[retrieval] 1435/1986 query_id=conv-48_qa0087
[retrieval] 1436/1986 query_id=conv-48_qa0088
[retrieval] 1437/1986 query_id=conv-48_qa0089
[retrieval] 1438/1986 query_id=conv-48_qa0090
[retrieval] 1439/1986 query_id=conv-48_qa0091
[retrieval] 1440/1986 query_id=conv-48_qa0092
[retrieval] 1441/1986 query_id=conv-48_qa0093
[retrieval] 1442/1986 query_id=conv-48_qa0094
[retrieval] 1443/1986 query_id=conv-48_qa0095
[retrieval] 1444/1986 query_id=conv-48_qa0096
[retrieval] 1445/1986 query_id=conv-48_qa0097
[retrieval] 1446/1986 query_id=conv-48_qa0098
[retrieval] 1447/1986 query_id=conv-48_qa0099
[retrieval] 1448/1986 query_id=conv-48_qa0100
[retrieval] 1449/1986 query_id=conv-48_qa0101
[retrieval] 1450/1986 query_id=conv-48_qa0102
[retrieval] 1451/1986 query_id=conv-48_qa0103
[retrieval] 1452/1986 query_id=conv-48_qa0104
[retrieval] 1453/1986 query_id=conv-48_qa0105
[retrieval] 1454/1986 query_id=conv-48_qa0106
[retrieval] 1455/1986 query_id=conv-48_qa0107
[retrieval] 1456/1986 query_id=conv-48_qa0108
[retrieval] 1457/1986 query_id=conv-48_qa0109
[retrieval] 1458/1986 query_id=conv-48_qa0110
[retrieval] 1459/1986 query_id=conv-48_qa0111
[retrieval] 1460/1986 query_id=conv-48_qa0112
[retrieval] 1461/1986 query_id=conv-48_qa0113
[retrieval] 1462/1986 query_id=conv-48_qa0114
[retrieval] 1463/1986 query_id=conv-48_qa0115
[retrieval] 1464/1986 query_id=conv-48_qa0116
[retrieval] 1465/1986 query_id=conv-48_qa0117
[retrieval] 1466/1986 query_id=conv-48_qa0118
[retrieval] 1467/1986 query_id=conv-48_qa0119
[retrieval] 1468/1986 query_id=conv-48_qa0120
[retrieval] 1469/1986 query_id=conv-48_qa0121
[retrieval] 1470/1986 query_id=conv-48_qa0122
[retrieval] 1471/1986 query_id=conv-48_qa0123
[retrieval] 1472/1986 query_id=conv-48_qa0124
[retrieval] 1473/1986 query_id=conv-48_qa0125
[retrieval] 1474/1986 query_id=conv-48_qa0126
[retrieval] 1475/1986 query_id=conv-48_qa0127
[retrieval] 1476/1986 query_id=conv-48_qa0128
[retrieval] 1477/1986 query_id=conv-48_qa0129
[retrieval] 1478/1986 query_id=conv-48_qa0130
[retrieval] 1479/1986 query_id=conv-48_qa0131
[retrieval] 1480/1986 query_id=conv-48_qa0132
[retrieval] 1481/1986 query_id=conv-48_qa0133
[retrieval] 1482/1986 query_id=conv-48_qa0134
[retrieval] 1483/1986 query_id=conv-48_qa0135
[retrieval] 1484/1986 query_id=conv-48_qa0136
[retrieval] 1485/1986 query_id=conv-48_qa0137
[retrieval] 1486/1986 query_id=conv-48_qa0138
[retrieval] 1487/1986 query_id=conv-48_qa0139
[retrieval] 1488/1986 query_id=conv-48_qa0140
[retrieval] 1489/1986 query_id=conv-48_qa0141
[retrieval] 1490/1986 query_id=conv-48_qa0142
[retrieval] 1491/1986 query_id=conv-48_qa0143
[retrieval] 1492/1986 query_id=conv-48_qa0144
[retrieval] 1493/1986 query_id=conv-48_qa0145
[retrieval] 1494/1986 query_id=conv-48_qa0146
[retrieval] 1495/1986 query_id=conv-48_qa0147
[retrieval] 1496/1986 query_id=conv-48_qa0148
[retrieval] 1497/1986 query_id=conv-48_qa0149
[retrieval] 1498/1986 query_id=conv-48_qa0150
[retrieval] 1499/1986 query_id=conv-48_qa0151
[retrieval] 1500/1986 query_id=conv-48_qa0152
[retrieval] 1501/1986 query_id=conv-48_qa0153
[retrieval] 1502/1986 query_id=conv-48_qa0154
[retrieval] 1503/1986 query_id=conv-48_qa0155
[retrieval] 1504/1986 query_id=conv-48_qa0156
[retrieval] 1505/1986 query_id=conv-48_qa0157
[retrieval] 1506/1986 query_id=conv-48_qa0158
[retrieval] 1507/1986 query_id=conv-48_qa0159
[retrieval] 1508/1986 query_id=conv-48_qa0160
[retrieval] 1509/1986 query_id=conv-48_qa0161
[retrieval] 1510/1986 query_id=conv-48_qa0162
[retrieval] 1511/1986 query_id=conv-48_qa0163
[retrieval] 1512/1986 query_id=conv-48_qa0164
[retrieval] 1513/1986 query_id=conv-48_qa0165
[retrieval] 1514/1986 query_id=conv-48_qa0166
[retrieval] 1515/1986 query_id=conv-48_qa0167
[retrieval] 1516/1986 query_id=conv-48_qa0168
[retrieval] 1517/1986 query_id=conv-48_qa0169
[retrieval] 1518/1986 query_id=conv-48_qa0170
[retrieval] 1519/1986 query_id=conv-48_qa0171
[retrieval] 1520/1986 query_id=conv-48_qa0172
[retrieval] 1521/1986 query_id=conv-48_qa0173
[retrieval] 1522/1986 query_id=conv-48_qa0174
[retrieval] 1523/1986 query_id=conv-48_qa0175
[retrieval] 1524/1986 query_id=conv-48_qa0176
[retrieval] 1525/1986 query_id=conv-48_qa0177
[retrieval] 1526/1986 query_id=conv-48_qa0178
[retrieval] 1527/1986 query_id=conv-48_qa0179
[retrieval] 1528/1986 query_id=conv-48_qa0180
[retrieval] 1529/1986 query_id=conv-48_qa0181
[retrieval] 1530/1986 query_id=conv-48_qa0182
[retrieval] 1531/1986 query_id=conv-48_qa0183
[retrieval] 1532/1986 query_id=conv-48_qa0184
[retrieval] 1533/1986 query_id=conv-48_qa0185
[retrieval] 1534/1986 query_id=conv-48_qa0186
[retrieval] 1535/1986 query_id=conv-48_qa0187
[retrieval] 1536/1986 query_id=conv-48_qa0188
[retrieval] 1537/1986 query_id=conv-48_qa0189
[retrieval] 1538/1986 query_id=conv-48_qa0190
[retrieval] 1539/1986 query_id=conv-48_qa0191
[retrieval] 1540/1986 query_id=conv-48_qa0192
[retrieval] 1541/1986 query_id=conv-48_qa0193
[retrieval] 1542/1986 query_id=conv-48_qa0194
[retrieval] 1543/1986 query_id=conv-48_qa0195
[retrieval] 1544/1986 query_id=conv-48_qa0196
[retrieval] 1545/1986 query_id=conv-48_qa0197
[retrieval] 1546/1986 query_id=conv-48_qa0198
[retrieval] 1547/1986 query_id=conv-48_qa0199
[retrieval] 1548/1986 query_id=conv-48_qa0200
[retrieval] 1549/1986 query_id=conv-48_qa0201
[retrieval] 1550/1986 query_id=conv-48_qa0202
[retrieval] 1551/1986 query_id=conv-48_qa0203
[retrieval] 1552/1986 query_id=conv-48_qa0204
[retrieval] 1553/1986 query_id=conv-48_qa0205
[retrieval] 1554/1986 query_id=conv-48_qa0206
[retrieval] 1555/1986 query_id=conv-48_qa0207
[retrieval] 1556/1986 query_id=conv-48_qa0208
[retrieval] 1557/1986 query_id=conv-48_qa0209
[retrieval] 1558/1986 query_id=conv-48_qa0210
[retrieval] 1559/1986 query_id=conv-48_qa0211
[retrieval] 1560/1986 query_id=conv-48_qa0212
[retrieval] 1561/1986 query_id=conv-48_qa0213
[retrieval] 1562/1986 query_id=conv-48_qa0214
[retrieval] 1563/1986 query_id=conv-48_qa0215
[retrieval] 1564/1986 query_id=conv-48_qa0216
[retrieval] 1565/1986 query_id=conv-48_qa0217
[retrieval] 1566/1986 query_id=conv-48_qa0218
[retrieval] 1567/1986 query_id=conv-48_qa0219
[retrieval] 1568/1986 query_id=conv-48_qa0220
[retrieval] 1569/1986 query_id=conv-48_qa0221
[retrieval] 1570/1986 query_id=conv-48_qa0222
[retrieval] 1571/1986 query_id=conv-48_qa0223
[retrieval] 1572/1986 query_id=conv-48_qa0224
[retrieval] 1573/1986 query_id=conv-48_qa0225
[retrieval] 1574/1986 query_id=conv-48_qa0226
[retrieval] 1575/1986 query_id=conv-48_qa0227
[retrieval] 1576/1986 query_id=conv-48_qa0228
[retrieval] 1577/1986 query_id=conv-48_qa0229
[retrieval] 1578/1986 query_id=conv-48_qa0230
[retrieval] 1579/1986 query_id=conv-48_qa0231
[retrieval] 1580/1986 query_id=conv-48_qa0232
[retrieval] 1581/1986 query_id=conv-48_qa0233
[retrieval] 1582/1986 query_id=conv-48_qa0234
[retrieval] 1583/1986 query_id=conv-48_qa0235
[retrieval] 1584/1986 query_id=conv-48_qa0236
[retrieval] 1585/1986 query_id=conv-48_qa0237
[retrieval] 1586/1986 query_id=conv-48_qa0238
[retrieval] 1587/1986 query_id=conv-49_qa0000
[retrieval] 1588/1986 query_id=conv-49_qa0001
[retrieval] 1589/1986 query_id=conv-49_qa0002
[retrieval] 1590/1986 query_id=conv-49_qa0003
[retrieval] 1591/1986 query_id=conv-49_qa0004
[retrieval] 1592/1986 query_id=conv-49_qa0005
[retrieval] 1593/1986 query_id=conv-49_qa0006
[retrieval] 1594/1986 query_id=conv-49_qa0007
[retrieval] 1595/1986 query_id=conv-49_qa0008
[retrieval] 1596/1986 query_id=conv-49_qa0009
[retrieval] 1597/1986 query_id=conv-49_qa0010
[retrieval] 1598/1986 query_id=conv-49_qa0011
[retrieval] 1599/1986 query_id=conv-49_qa0012
[retrieval] 1600/1986 query_id=conv-49_qa0013
[retrieval] 1601/1986 query_id=conv-49_qa0014
[retrieval] 1602/1986 query_id=conv-49_qa0015
[retrieval] 1603/1986 query_id=conv-49_qa0016
[retrieval] 1604/1986 query_id=conv-49_qa0017
[retrieval] 1605/1986 query_id=conv-49_qa0018
[retrieval] 1606/1986 query_id=conv-49_qa0019
[retrieval] 1607/1986 query_id=conv-49_qa0020
[retrieval] 1608/1986 query_id=conv-49_qa0021
[retrieval] 1609/1986 query_id=conv-49_qa0022
[retrieval] 1610/1986 query_id=conv-49_qa0023
[retrieval] 1611/1986 query_id=conv-49_qa0024
[retrieval] 1612/1986 query_id=conv-49_qa0025
[retrieval] 1613/1986 query_id=conv-49_qa0026
[retrieval] 1614/1986 query_id=conv-49_qa0027
[retrieval] 1615/1986 query_id=conv-49_qa0028
[retrieval] 1616/1986 query_id=conv-49_qa0029
[retrieval] 1617/1986 query_id=conv-49_qa0030
[retrieval] 1618/1986 query_id=conv-49_qa0031
[retrieval] 1619/1986 query_id=conv-49_qa0032
[retrieval] 1620/1986 query_id=conv-49_qa0033
[retrieval] 1621/1986 query_id=conv-49_qa0034
[retrieval] 1622/1986 query_id=conv-49_qa0035
[retrieval] 1623/1986 query_id=conv-49_qa0036
[retrieval] 1624/1986 query_id=conv-49_qa0037
[retrieval] 1625/1986 query_id=conv-49_qa0038
[retrieval] 1626/1986 query_id=conv-49_qa0039
[retrieval] 1627/1986 query_id=conv-49_qa0040
[retrieval] 1628/1986 query_id=conv-49_qa0041
[retrieval] 1629/1986 query_id=conv-49_qa0042
[retrieval] 1630/1986 query_id=conv-49_qa0043
[retrieval] 1631/1986 query_id=conv-49_qa0044
[retrieval] 1632/1986 query_id=conv-49_qa0045
[retrieval] 1633/1986 query_id=conv-49_qa0046
[retrieval] 1634/1986 query_id=conv-49_qa0047
[retrieval] 1635/1986 query_id=conv-49_qa0048
[retrieval] 1636/1986 query_id=conv-49_qa0049
[retrieval] 1637/1986 query_id=conv-49_qa0050
[retrieval] 1638/1986 query_id=conv-49_qa0051
[retrieval] 1639/1986 query_id=conv-49_qa0052
[retrieval] 1640/1986 query_id=conv-49_qa0053
[retrieval] 1641/1986 query_id=conv-49_qa0054
[retrieval] 1642/1986 query_id=conv-49_qa0055
[retrieval] 1643/1986 query_id=conv-49_qa0056
[retrieval] 1644/1986 query_id=conv-49_qa0057
[retrieval] 1645/1986 query_id=conv-49_qa0058
[retrieval] 1646/1986 query_id=conv-49_qa0059
[retrieval] 1647/1986 query_id=conv-49_qa0060
[retrieval] 1648/1986 query_id=conv-49_qa0061
[retrieval] 1649/1986 query_id=conv-49_qa0062
[retrieval] 1650/1986 query_id=conv-49_qa0063
[retrieval] 1651/1986 query_id=conv-49_qa0064
[retrieval] 1652/1986 query_id=conv-49_qa0065
[retrieval] 1653/1986 query_id=conv-49_qa0066
[retrieval] 1654/1986 query_id=conv-49_qa0067
[retrieval] 1655/1986 query_id=conv-49_qa0068
[retrieval] 1656/1986 query_id=conv-49_qa0069
[retrieval] 1657/1986 query_id=conv-49_qa0070
[retrieval] 1658/1986 query_id=conv-49_qa0071
[retrieval] 1659/1986 query_id=conv-49_qa0072
[retrieval] 1660/1986 query_id=conv-49_qa0073
[retrieval] 1661/1986 query_id=conv-49_qa0074
[retrieval] 1662/1986 query_id=conv-49_qa0075
[retrieval] 1663/1986 query_id=conv-49_qa0076
[retrieval] 1664/1986 query_id=conv-49_qa0077
[retrieval] 1665/1986 query_id=conv-49_qa0078
[retrieval] 1666/1986 query_id=conv-49_qa0079
[retrieval] 1667/1986 query_id=conv-49_qa0080
[retrieval] 1668/1986 query_id=conv-49_qa0081
[retrieval] 1669/1986 query_id=conv-49_qa0082
[retrieval] 1670/1986 query_id=conv-49_qa0083
[retrieval] 1671/1986 query_id=conv-49_qa0084
[retrieval] 1672/1986 query_id=conv-49_qa0085
[retrieval] 1673/1986 query_id=conv-49_qa0086
[retrieval] 1674/1986 query_id=conv-49_qa0087
[retrieval] 1675/1986 query_id=conv-49_qa0088
[retrieval] 1676/1986 query_id=conv-49_qa0089
[retrieval] 1677/1986 query_id=conv-49_qa0090
[retrieval] 1678/1986 query_id=conv-49_qa0091
[retrieval] 1679/1986 query_id=conv-49_qa0092
[retrieval] 1680/1986 query_id=conv-49_qa0093
[retrieval] 1681/1986 query_id=conv-49_qa0094
[retrieval] 1682/1986 query_id=conv-49_qa0095
[retrieval] 1683/1986 query_id=conv-49_qa0096
[retrieval] 1684/1986 query_id=conv-49_qa0097
[retrieval] 1685/1986 query_id=conv-49_qa0098
[retrieval] 1686/1986 query_id=conv-49_qa0099
[retrieval] 1687/1986 query_id=conv-49_qa0100
[retrieval] 1688/1986 query_id=conv-49_qa0101
